characteristics_id,category,subcategory,subsubcategory,pearson_r,pearson_p,spearman_rho,spearman_p,n,significant,full_name,short_name
1927,Total - Ethnic or cultural origin for the population in private households - 25% sample data,"Akan, n.o.s.",,0.2088,0.0001,0.1635,0.002419,342,True,"Total - Ethnic or cultural origin for the population in private households - 25% sample data → Akan, n.o.s.","Akan, n.o.s."
1928,Total - Ethnic or cultural origin for the population in private households - 25% sample data,"Central or West African, n.o.s.",,0.0814,0.133033,0.0746,0.16877,342,False,"Total - Ethnic or cultural origin for the population in private households - 25% sample data → Central or West African, n.o.s.","Central or West African, n.o.s."
1929,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Igorot,,0.1408,0.009102,0.1438,0.007751,342,True,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Igorot,Igorot
193,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,With employment income,"$20,000 to $29,999",0.0247,0.64856,0.0175,0.746599,342,False,"Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data → With employment income → $20,000 to $29,999","$20,000 to $29,999"
1930,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Fulani,,-0.0457,0.399952,-0.0587,0.278717,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Fulani,Fulani
1931,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Woodland Cree,,-0.0826,0.127311,-0.0155,0.774862,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Woodland Cree,Woodland Cree
1932,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Guinean,,-0.0552,0.308972,-0.0593,0.274532,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Guinean,Guinean
1933,Total - Ethnic or cultural origin for the population in private households - 25% sample data,St. Lucian,,0.1729,0.001327,0.1691,0.001699,342,True,Total - Ethnic or cultural origin for the population in private households - 25% sample data → St. Lucian,St. Lucian
1934,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Prince Edward Islander,,-0.0399,0.461677,-0.0749,0.16718,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Prince Edward Islander,Prince Edward Islander
1935,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Maliseet,,-0.1274,0.018436,-0.2568,1e-06,342,True,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Maliseet,Maliseet
1936,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Beninese,,-0.0309,0.568687,-0.0057,0.916266,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Beninese,Beninese
1937,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Telugu,,0.2182,4.7e-05,0.1916,0.000367,342,True,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Telugu,Telugu
1938,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Roma,,0.0942,0.082018,0.1237,0.022171,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Roma,Roma
1939,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Costa Rican,,0.1008,0.062571,0.1078,0.046293,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Costa Rican,Costa Rican
194,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,With employment income,"$30,000 to $39,999",0.0366,0.500211,0.0314,0.563285,342,False,"Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data → With employment income → $30,000 to $39,999","$30,000 to $39,999"
1940,Total - Ethnic or cultural origin for the population in private households - 25% sample data,African Nova Scotian,,0.0014,0.979767,-0.0816,0.131878,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → African Nova Scotian,African Nova Scotian
1941,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Malagasy,,-0.1928,0.000337,-0.2068,0.000117,342,True,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Malagasy,Malagasy
1942,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Kashmiri,,0.2315,1.5e-05,0.2321,1.4e-05,342,True,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Kashmiri,Kashmiri
1943,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Singaporean,,0.0567,0.296165,0.0686,0.205683,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Singaporean,Singaporean
1944,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Karen,,0.1418,0.008655,0.1306,0.015625,342,True,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Karen,Karen
1945,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Edo,,0.1987,0.000218,0.1626,0.002566,342,True,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Edo,Edo
1946,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Tajik,,0.1481,0.006079,0.1375,0.010908,342,True,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Tajik,Tajik
1947,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Amhara,,0.0554,0.30662,0.0778,0.150877,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Amhara,Amhara
1948,Total - Ethnic or cultural origin for the population in private households - 25% sample data,Paraguayan,,0.0886,0.101821,-0.0201,0.711605,342,False,Total - Ethnic or cultural origin for the population in private households - 25% sample data → Paraguayan,Paraguayan
1949,Total - Religion for the population in private households - 25% sample data,,,,,,,342,False,Total - Religion for the population in private households - 25% sample data,Total - Religion for the population in private households - 25% sample data
195,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,With employment income,"$40,000 to $49,999",0.0034,0.949462,0.016,0.767745,342,False,"Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data → With employment income → $40,000 to $49,999","$40,000 to $49,999"
1950,Total - Religion for the population in private households - 25% sample data,Buddhist,,0.2847,0.0,0.2767,0.0,342,True,Total - Religion for the population in private households - 25% sample data → Buddhist,Buddhist
1951,Total - Religion for the population in private households - 25% sample data,Christian,,-0.1964,0.000258,-0.1595,0.003095,342,True,Total - Religion for the population in private households - 25% sample data → Christian,Christian
1952,Total - Religion for the population in private households - 25% sample data,Christian,"Christian, n.o.s.",0.2582,1e-06,0.2979,0.0,342,True,"Total - Religion for the population in private households - 25% sample data → Christian → Christian, n.o.s.","Christian, n.o.s."
1953,Total - Religion for the population in private households - 25% sample data,Christian,Anabaptist,0.0747,0.168354,0.0602,0.267018,342,False,Total - Religion for the population in private households - 25% sample data → Christian → Anabaptist,Anabaptist
1954,Total - Religion for the population in private households - 25% sample data,Christian,Anglican,-0.0729,0.1789,-0.1084,0.045199,342,False,Total - Religion for the population in private households - 25% sample data → Christian → Anglican,Anglican
1955,Total - Religion for the population in private households - 25% sample data,Christian,Baptist,-0.0814,0.133019,0.1526,0.004669,342,False,Total - Religion for the population in private households - 25% sample data → Christian → Baptist,Baptist
1956,Total - Religion for the population in private households - 25% sample data,Christian,Catholic,-0.1906,0.000393,-0.1156,0.032593,342,True,Total - Religion for the population in private households - 25% sample data → Christian → Catholic,Catholic
1957,Total - Religion for the population in private households - 25% sample data,Christian,Christian Orthodox,0.2093,9.6e-05,0.2479,3e-06,342,True,Total - Religion for the population in private households - 25% sample data → Christian → Christian Orthodox,Christian Orthodox
1958,Total - Religion for the population in private households - 25% sample data,Christian,Jehovah's Witness,0.1275,0.018325,0.1607,0.002884,342,True,Total - Religion for the population in private households - 25% sample data → Christian → Jehovah's Witness,Jehovah's Witness
1959,Total - Religion for the population in private households - 25% sample data,Christian,Latter Day Saints,0.0259,0.633243,0.0461,0.395168,342,False,Total - Religion for the population in private households - 25% sample data → Christian → Latter Day Saints,Latter Day Saints
196,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,With employment income,"$50,000 to $59,999",0.0325,0.549197,0.0715,0.187298,342,False,"Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data → With employment income → $50,000 to $59,999","$50,000 to $59,999"
1960,Total - Religion for the population in private households - 25% sample data,Christian,Lutheran,-0.0041,0.939508,0.0604,0.265008,342,False,Total - Religion for the population in private households - 25% sample data → Christian → Lutheran,Lutheran
1961,Total - Religion for the population in private households - 25% sample data,Christian,Methodist and Wesleyan (Holiness),-0.0163,0.763784,0.0692,0.201669,342,False,Total - Religion for the population in private households - 25% sample data → Christian → Methodist and Wesleyan (Holiness),Methodist and Wesleyan (Holiness)
1962,Total - Religion for the population in private households - 25% sample data,Christian,Pentecostal and other Charismatic,0.1706,0.00154,0.3166,0.0,342,True,Total - Religion for the population in private households - 25% sample data → Christian → Pentecostal and other Charismatic,Pentecostal and other Charismatic
1963,Total - Religion for the population in private households - 25% sample data,Christian,Presbyterian,-0.0545,0.314966,0.0302,0.577704,342,False,Total - Religion for the population in private households - 25% sample data → Christian → Presbyterian,Presbyterian
1964,Total - Religion for the population in private households - 25% sample data,Christian,Reformed,0.0266,0.624233,0.0813,0.133292,342,False,Total - Religion for the population in private households - 25% sample data → Christian → Reformed,Reformed
1965,Total - Religion for the population in private households - 25% sample data,Christian,United Church,-0.1451,0.007191,-0.1058,0.050663,342,True,Total - Religion for the population in private households - 25% sample data → Christian → United Church,United Church
1966,Total - Religion for the population in private households - 25% sample data,Christian,Other Christian and Christian-related traditions,0.1091,0.043819,0.0763,0.159161,342,True,Total - Religion for the population in private households - 25% sample data → Christian → Other Christian and Christian-related traditions,Other Christian and Christian-related traditions
1967,Total - Religion for the population in private households - 25% sample data,Hindu,,0.367,0.0,0.3301,0.0,342,True,Total - Religion for the population in private households - 25% sample data → Hindu,Hindu
1968,Total - Religion for the population in private households - 25% sample data,Jewish,,0.0992,0.066913,-0.0188,0.729646,342,False,Total - Religion for the population in private households - 25% sample data → Jewish,Jewish
1969,Total - Religion for the population in private households - 25% sample data,Muslim,,0.2102,9e-05,0.2235,3e-05,342,True,Total - Religion for the population in private households - 25% sample data → Muslim,Muslim
197,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,With employment income,"$60,000 to $69,999",-0.0598,0.270297,-0.0218,0.687839,342,False,"Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data → With employment income → $60,000 to $69,999","$60,000 to $69,999"
1970,Total - Religion for the population in private households - 25% sample data,Sikh,,0.372,0.0,0.3185,0.0,342,True,Total - Religion for the population in private households - 25% sample data → Sikh,Sikh
1971,Total - Religion for the population in private households - 25% sample data,Traditional (North American Indigenous) spirituality,,-0.0017,0.974284,-0.0185,0.733327,342,False,Total - Religion for the population in private households - 25% sample data → Traditional (North American Indigenous) spirituality,Traditional (North American Indigenous) spirituality
1972,Total - Religion for the population in private households - 25% sample data,Other religions and spiritual traditions,,-0.0157,0.77301,0.0001,0.998375,342,False,Total - Religion for the population in private households - 25% sample data → Other religions and spiritual traditions,Other religions and spiritual traditions
1973,Total - Religion for the population in private households - 25% sample data,No religion and secular perspectives,,-0.1923,0.000347,-0.1783,0.000928,342,True,Total - Religion for the population in private households - 25% sample data → No religion and secular perspectives,No religion and secular perspectives
1974,Total - Mobility status 1 year ago - 25% sample data,,,,,,,342,False,Total - Mobility status 1 year ago - 25% sample data,Total - Mobility status 1 year ago - 25% sample data
1975,Total - Mobility status 1 year ago - 25% sample data,Non-movers,,0.1135,0.03582,0.1047,0.053099,342,True,Total - Mobility status 1 year ago - 25% sample data → Non-movers,Non-movers
1976,Total - Mobility status 1 year ago - 25% sample data,Movers,,-0.1139,0.035165,-0.1051,0.052096,342,True,Total - Mobility status 1 year ago - 25% sample data → Movers,Movers
1977,Total - Mobility status 1 year ago - 25% sample data,Movers,Non-migrants,-0.0789,0.145142,-0.053,0.328748,342,False,Total - Mobility status 1 year ago - 25% sample data → Movers → Non-migrants,Non-migrants
1978,Total - Mobility status 1 year ago - 25% sample data,Movers,Migrants,-0.0807,0.136342,-0.0899,0.096769,342,False,Total - Mobility status 1 year ago - 25% sample data → Movers → Migrants,Migrants
198,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,With employment income,"$70,000 to $79,999",-0.0859,0.112864,-0.0449,0.407797,342,False,"Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data → With employment income → $70,000 to $79,999","$70,000 to $79,999"
1983,Total - Mobility status 5 years ago - 25% sample data,,,,,,,342,False,Total - Mobility status 5 years ago - 25% sample data,Total - Mobility status 5 years ago - 25% sample data
1984,Total - Mobility status 5 years ago - 25% sample data,Non-movers,,0.093,0.085953,0.1162,0.031723,342,False,Total - Mobility status 5 years ago - 25% sample data → Non-movers,Non-movers
1985,Total - Mobility status 5 years ago - 25% sample data,Movers,,-0.093,0.085959,-0.1159,0.03208,342,False,Total - Mobility status 5 years ago - 25% sample data → Movers,Movers
1986,Total - Mobility status 5 years ago - 25% sample data,Movers,Non-migrants,-0.0553,0.308104,-0.0463,0.393769,342,False,Total - Mobility status 5 years ago - 25% sample data → Movers → Non-migrants,Non-migrants
1987,Total - Mobility status 5 years ago - 25% sample data,Movers,Migrants,-0.0428,0.430553,-0.0549,0.311289,342,False,Total - Mobility status 5 years ago - 25% sample data → Movers → Migrants,Migrants
199,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,With employment income,"$80,000 to $89,999",-0.1726,0.001353,-0.1096,0.042857,342,True,"Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data → With employment income → $80,000 to $89,999","$80,000 to $89,999"
1992,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,,,,,,,342,False,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data
1993,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,No high school diploma or equivalency certificate,,0.1466,0.006613,0.2244,2.8e-05,342,True,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data → No high school diploma or equivalency certificate,No high school diploma or equivalency certificate
1994,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,With high school diploma or equivalency certificate,,-0.1466,0.006617,-0.2241,2.9e-05,342,True,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data → With high school diploma or equivalency certificate,With high school diploma or equivalency certificate
1995,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,,,,,,,342,False,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data
1996,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,No high school diploma or equivalency certificate,,0.1127,0.037149,0.1913,0.000374,342,True,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data → No high school diploma or equivalency certificate,No high school diploma or equivalency certificate
1997,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,With high school diploma or equivalency certificate,,-0.1127,0.03724,-0.1912,0.000376,342,True,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data → With high school diploma or equivalency certificate,With high school diploma or equivalency certificate
1998,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",,,,,,,342,False,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data"
1999,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","No certificate, diploma or degree",,0.1735,0.001278,0.2627,1e-06,342,True,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data → No certificate, diploma or degree","No certificate, diploma or degree"
2,"Population, 2016",,,,,,,342,False,"Population, 2016","Population, 2016"
20,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,0.1909,0.000384,0.2309,1.6e-05,342,True,Total - Age groups of the population - 100% data → 15 to 64 years → 45 to 49 years,45 to 49 years
200,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,With employment income,"$90,000 to $99,999",-0.0322,0.553301,-0.0061,0.91019,342,False,"Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data → With employment income → $90,000 to $99,999","$90,000 to $99,999"
2000,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",High (secondary) school diploma or equivalency certificate,,0.2959,0.0,0.2931,0.0,342,True,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data → High (secondary) school diploma or equivalency certificate",High (secondary) school diploma or equivalency certificate
2001,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",,-0.2906,0.0,-0.3315,0.0,342,True,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data → Postsecondary certificate, diploma or degree","Postsecondary certificate, diploma or degree"
2002,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,-0.2234,3.1e-05,-0.1939,0.000311,342,True,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data → Postsecondary certificate, diploma or degree → Postsecondary certificate or diploma below bachelor level",Postsecondary certificate or diploma below bachelor level
2008,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,-0.0796,0.141837,-0.0707,0.19233,342,False,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data → Postsecondary certificate, diploma or degree → Bachelor's degree or higher",Bachelor's degree or higher
201,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,With employment income,"$100,000 and over",-0.0671,0.215821,-0.0622,0.251535,342,False,"Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data → With employment income → $100,000 and over","$100,000 and over"
2014,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",,,,,,,342,False,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data"
2015,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","No certificate, diploma or degree",,0.1474,0.006334,0.2322,1.4e-05,342,True,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data → No certificate, diploma or degree","No certificate, diploma or degree"
2016,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",High (secondary) school diploma or equivalency certificate,,0.293,0.0,0.2943,0.0,342,True,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data → High (secondary) school diploma or equivalency certificate",High (secondary) school diploma or equivalency certificate
2017,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","Postsecondary certificate, diploma or degree",,-0.2771,0.0,-0.3074,0.0,342,True,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data → Postsecondary certificate, diploma or degree","Postsecondary certificate, diploma or degree"
2018,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,-0.201,0.000183,-0.1637,0.002395,342,True,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data → Postsecondary certificate, diploma or degree → Postsecondary certificate or diploma below bachelor level",Postsecondary certificate or diploma below bachelor level
2024,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,-0.0628,0.246415,-0.0566,0.296757,342,False,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data → Postsecondary certificate, diploma or degree → Bachelor's degree or higher",Bachelor's degree or higher
2030,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,,,,,,,342,False,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data
2031,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,"No postsecondary certificate, diploma or degree",,0.2906,0.0,0.3315,0.0,342,True,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → No postsecondary certificate, diploma or degree","No postsecondary certificate, diploma or degree"
2032,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Education,,-0.5189,0.0,-0.4915,0.0,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Education,Education
2033,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Education,13. Education,-0.5189,0.0,-0.4915,0.0,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Education → 13. Education,13. Education
2034,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,"Visual and performing arts, and communications technologies",,-0.1205,0.025848,-0.1768,0.001025,342,True,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Visual and performing arts, and communications technologies","Visual and performing arts, and communications technologies"
2035,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,"Visual and performing arts, and communications technologies",10. Communications technologies/technicians and support services,-0.1617,0.002707,-0.1936,0.000316,342,True,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Visual and performing arts, and communications technologies → 10. Communications technologies/technicians and support services",10. Communications technologies/technicians and support services
2036,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,"Visual and performing arts, and communications technologies",50. Visual and performing arts,-0.1143,0.034598,-0.1692,0.001684,342,True,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Visual and performing arts, and communications technologies → 50. Visual and performing arts",50. Visual and performing arts
2037,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Humanities,,-0.08,0.139681,-0.1004,0.063735,342,False,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Humanities,Humanities
2038,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Humanities,"16. Indigenous and foreign languages, literatures, and linguistics",-0.0721,0.183505,-0.0477,0.379131,342,False,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Humanities → 16. Indigenous and foreign languages, literatures, and linguistics","16. Indigenous and foreign languages, literatures, and linguistics"
2039,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Humanities,23. English language and literature/letters,-0.012,0.825182,0.0095,0.861357,342,False,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Humanities → 23. English language and literature/letters,23. English language and literature/letters
204,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,,,,,,,342,False,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data
2040,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Humanities,"24. Liberal arts and sciences, general studies and humanities",0.0665,0.220223,-0.0601,0.267931,342,False,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Humanities → 24. Liberal arts and sciences, general studies and humanities","24. Liberal arts and sciences, general studies and humanities"
2041,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Humanities,30A Interdisciplinary humanities,-0.0992,0.066979,-0.1272,0.018566,342,False,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Humanities → 30A Interdisciplinary humanities,30A Interdisciplinary humanities
2042,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Humanities,38. Philosophy and religious studies,-0.1344,0.012833,-0.1483,0.006003,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Humanities → 38. Philosophy and religious studies,38. Philosophy and religious studies
2043,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Humanities,39. Theology and religious vocations,0.0019,0.972328,-0.0333,0.539878,342,False,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Humanities → 39. Theology and religious vocations,39. Theology and religious vocations
2044,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Humanities,54. History,-0.1873,0.000497,-0.1844,0.00061,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Humanities → 54. History,54. History
2045,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Humanities,55. French language and literature/lettersCAN,-0.2601,1e-06,-0.3093,0.0,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Humanities → 55. French language and literature/lettersCAN,55. French language and literature/lettersCAN
2046,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Social and behavioural sciences and law,,-0.1371,0.011151,-0.1056,0.05113,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Social and behavioural sciences and law,Social and behavioural sciences and law
2047,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Social and behavioural sciences and law,"05. Area, ethnic, cultural, gender, and group studies",-0.0535,0.323532,-0.0526,0.332207,342,False,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Social and behavioural sciences and law → 05. Area, ethnic, cultural, gender, and group studies","05. Area, ethnic, cultural, gender, and group studies"
2048,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Social and behavioural sciences and law,"09. Communication, journalism and related programs",-0.1503,0.005351,-0.1558,0.003879,342,True,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Social and behavioural sciences and law → 09. Communication, journalism and related programs","09. Communication, journalism and related programs"
2049,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Social and behavioural sciences and law,19. Family and consumer sciences/human sciences,0.0224,0.679738,0.0343,0.527444,342,False,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Social and behavioural sciences and law → 19. Family and consumer sciences/human sciences,19. Family and consumer sciences/human sciences
205,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,,-0.3606,0.0,-0.369,0.0,342,True,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data → Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,Number of total income recipients aged 15 years and over in private households in 2019 - 100% data
